學年,學期,系所,班級,開課班級,選課編號,科目代碼,科目名稱,組別,學期_課程,修選別,學分數,時數,人數,授課教師,星期,節次,週別,教室,備註
114,1,中國文學系,中四Ｃ,中四Ｃ,1095.0,BCN34301,墨子,,單,選,2.0,2.0,71.0,謝成豪,四,34,,D0308,
114,1,中國文學系,中四Ｃ,中四Ｃ,1108.0,BCN40103,訓詁學,Ｃ組,全,必,2.0,2.0,71.0,叢培凱,三,34,,D0417,
114,1,中國文學系,中四Ｃ,中四Ｃ,1097.0,BCN42901,應用文及習作,重補修班,全,必,2.0,2.0,71.0,杜承書,五,56,,B607,
114,1,中國文學系,中四Ｃ,中四Ｃ,1099.0,BCN47401,古典文學批評,,全,選,2.0,2.0,71.0,周  全,五,34,,D0633,
114,1,中國文學系,中四Ｃ,中四Ｃ,1100.0,BCN50501,魏晉玄學,,單,選,2.0,2.0,71.0,涂美雲,二,56,,D0618,
114,1,中國文學系,中四Ｃ,中四Ｃ,1104.0,BCN53101,東坡詞選,,單,選,2.0,2.0,71.0,陳慷玲,一,34,,D0634,
114,1,中國文學系,中四Ｃ,中四Ｃ,,BSP99001,系會時間,中文系,全,必,0.0,2.0,,,三,56,,101,
114,1,歷史學系,歷史一,歷史一,,BDC995A1,通識課程（一）,通識一Ａ,全,必,2.0,2.0,,,二,12,,241,
114,1,歷史學系,歷史一,歷史一,1109.0,BHI11401,世界史（一）,,單,必,3.0,3.0,75.0,張韡曦,二,56,單,D0307,
114,1,歷史學系,歷史一,歷史一,1109.0,BHI11401,世界史（一）,,單,必,3.0,3.0,75.0,張韡曦,三,12,,D0307,
114,1,歷史學系,歷史一,歷史一,1111.0,BHI12701,漢末至五代史（１８９－９６０）,,單,必,3.0,3.0,75.0,楊俊峰,二,56,雙,D0307,
114,1,歷史學系,歷史一,歷史一,1111.0,BHI12701,漢末至五代史（１８９－９６０）,,單,必,3.0,3.0,75.0,楊俊峰,五,12,,D0307,
114,1,歷史學系,歷史一,歷史一,1113.0,BHI41101,台灣史,,全,必,2.0,2.0,88.0,鄭螢憶,一,12,,B404,
114,1,歷史學系,歷史一,歷史一,986.0,BHS00401,真實世界的大問題探索,,單,選,2.0,2.0,80.0,張峰賓  林沛君  林盈翔  李孟蓉  劉育成,三,78,,D0418,
114,1,歷史學系,歷史一,歷史一,575.0,BSP17131,國文,３１組歷一,全,必,2.0,2.0,70.0,張詠婷,五,56,,D0308,
114,1,歷史學系,歷史一,歷史一,1114.0,BSP33811,史學導論,Ａ組,全,必,2.0,2.0,40.0,劉龍心,三,34,,D0307,
114,1,歷史學系,歷史一,歷史一,1115.0,BSP33812,史學導論,Ｂ組,全,必,2.0,2.0,40.0,楊俊峰,四,34,,B405,
114,1,歷史學系,歷史一,歷史一,,BSP92531,外文（一）,,全,必,2.0,2.0,,,,,,,
114,1,歷史學系,歷史一,歷史一,,BSP99003,系會時間,歷史系,全,必,0.0,2.0,,,三,56,,D0634,
114,1,歷史學系,歷史二,歷史二,,BDC99611,通識課程（二）,溪通識二,全,必,2.0,2.0,,,一,12,,251,
114,1,歷史學系,歷史二,歷史二,1116.0,BHI12601,明清民間宗教史,（中國史）,單,選,2.0,2.0,60.0,王一樵,一,56,,D0307,
114,1,歷史學系,歷史二,歷史二,1117.0,BHI12901,明清史（１３６８－１８２０）,,單,必,3.0,3.0,60.0,王一樵,二,56,,D0402,
114,1,歷史學系,歷史二,歷史二,1117.0,BHI12901,明清史（１３６８－１８２０）,,單,必,3.0,3.0,60.0,王一樵,四,12,雙,D0402,
114,1,歷史學系,歷史二,歷史二,1119.0,BHI14001,法國近代史（１７８９－１９１４）,（世界史）,單,選,2.0,2.0,60.0,張韡曦,四,34,,D0317,
114,1,歷史學系,歷史二,歷史二,1120.0,BHI14901,２０世紀中國史專題,（中國史）,單,選,2.0,2.0,60.0,劉龍心,三,78,,B709,
114,1,歷史學系,歷史二,歷史二,1122.0,BHI22201,世界史（三）,,單,必,3.0,3.0,75.0,林慈淑,三,34,,B607,
114,1,歷史學系,歷史二,歷史二,1122.0,BHI22201,世界史（三）,,單,必,3.0,3.0,75.0,林慈淑,四,12,單,D0307,
114,1,歷史學系,歷史二,歷史二,1125.0,BHI27501,台灣海洋文化史,（臺灣史）,單,選,2.0,2.0,60.0,鄭螢憶,二,34,,D0401,
114,1,歷史學系,歷史二,歷史二,1128.0,BHI29701,史料解析與數位資料庫運用,（史學）,單,選,2.0,2.0,60.0,曾獻緯,二,78,,B617,
114,1,歷史學系,歷史二,歷史二,4399.0,BHI58801,資料處理與多媒體應用,（公眾）,單,選,2.0,2.0,40.0,蔡政儒,四,78,,B509,
114,1,歷史學系,歷史二,歷史二,1131.0,BHI76701,三國志選讀（一）,（史學）,單,選,3.0,3.0,60.0,楊俊峰,五,E56,,D0302,
114,1,歷史學系,歷史二,歷史二,,BSP92741,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,歷史學系,歷史二,歷史二,,BSP92771,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,歷史學系,歷史二,歷史二,,BSP99003,系會時間,歷史系,全,必,0.0,2.0,,,三,56,,D0634,
114,1,歷史學系,歷史三,歷史三,,BDC99711,通識課程（三）,溪通識三,全,必,2.0,2.0,,,一,34,,241,
114,1,歷史學系,歷史三,歷史三,1133.0,BHI15101,漫長的十八世紀英國,（世界史）,單,選,2.0,2.0,60.0,蕭智尹,二,56,,D0415,
114,1,歷史學系,歷史三,歷史三,1134.0,BHI15201,帝國貿易、飲食與文化認同,（世界史）,單,選,3.0,3.0,60.0,蕭智尹,五,34E,,D0307,
114,1,歷史學系,歷史三,歷史三,1137.0,BHI25001,史學研究與寫作,（史學）,單,選,3.0,3.0,60.0,鄭螢憶,三,234,,D0615,
114,1,歷史學系,歷史三,歷史三,1138.0,BHI25501,史學與社會實踐Ｉ,（公眾）,單,選,2.0,2.0,60.0,盧令北,五,12,,D0415,
114,1,歷史學系,歷史三,歷史三,1140.0,BHI26201,臺灣產業史,（臺灣史）,單,選,2.0,2.0,60.0,曾獻緯,一,78,,D0418,
114,1,歷史學系,歷史三,歷史三,1141.0,BHI27101,檔案裡的故事：明清檔案學專題,（史學）,單,選,2.0,2.0,60.0,王一樵,二,34,,D0307,
114,1,歷史學系,歷史三,歷史三,1144.0,BHI38901,中國民間信仰著作的選讀與討論,（中國史）,單,選,2.0,2.0,60.0,楊俊峰,四,78,,D0307,
114,1,歷史學系,歷史三,歷史三,1145.0,BHI57201,歐洲歷史與人物專題,（世界史）,單,選,3.0,3.0,60.0,林慈淑,三,789,,D0615,
114,1,歷史學系,歷史三,歷史三,1147.0,BHI80701,美國史：１８６５年至現代,（世界史）,單,選,3.0,3.0,60.0,盧令北,二,789,,B710,
114,1,歷史學系,歷史三,歷史三,1148.0,BHI83001,佛教與中國古代社會,（中國史）,單,選,2.0,2.0,60.0,許正弘,四,34,,D0419,
114,1,歷史學系,歷史三,歷史三,901.0,BSP18311,職涯錨定,１１組歷,單,必,1.0,1.0,70.0,許菊芬,一,56,單,B607,
114,1,歷史學系,歷史三,歷史三,950.0,BSP18411,人工智慧跨域應用,１１組歷哲,單,必,1.0,1.0,140.0,王正一,一,56,雙,244,遠距教學
114,1,歷史學系,歷史三,歷史三,,BSP99003,系會時間,歷史系,全,必,0.0,2.0,,,三,56,,D0634,
114,1,歷史學系,歷史四,歷史四,1150.0,BHI13101,臺灣考古學,（臺灣史）,單,選,2.0,2.0,60.0,陸泰龍,四,56,,D0307,
114,1,歷史學系,歷史四,歷史四,1157.0,BHI79701,中國政治文化史專題,（中國史）,單,選,3.0,3.0,60.0,許正弘,三,34E,,D0314,
114,1,歷史學系,歷史四,歷史四,1158.0,BHI80901,口述史料與歷史研究,（史學）,單,選,2.0,2.0,60.0,林慈淑,四,78,,D0615,
114,1,歷史學系,歷史四,歷史四,,BSP99003,系會時間,歷史系,全,必,0.0,2.0,,,三,56,,D0634,
114,1,哲學系,哲學一,哲學一,,BDC995B1,通識課程（一）,通識一Ｂ,全,必,2.0,2.0,,,五,12,,241,
114,1,哲學系,哲學一,哲學一,986.0,BHS00401,真實世界的大問題探索,,單,選,2.0,2.0,80.0,張峰賓  林沛君  林盈翔  李孟蓉  劉育成,三,78,,D0418,
114,1,哲學系,哲學一,哲學一,1529.0,BHS11101,福爾摩斯的推理世界,,單,選,2.0,2.0,60.0,林斯諺,二,78,,D0101,
114,1,哲學系,哲學一,哲學一,1163.0,BPH13001,道德推理,,單,選,2.0,2.0,60.0,張峰賓,四,34,,D0313,
114,1,哲學系,哲學一,哲學一,1164.0,BPH13101,邏輯,,單,必,3.0,3.0,,張峰賓,二,34E,,H304,
114,1,哲學系,哲學一,哲學一,1166.0,BPH13301,哲學概論,,單,必,3.0,3.0,,蕭銘源,四,E56,,H203,
114,1,哲學系,哲學一,哲學一,1169.0,BPH13601,中國哲學概論,,單,必,3.0,3.0,,沈享民,一,789,,D0201,
114,1,哲學系,哲學一,哲學一,1170.0,BPH14201,哲學基本問題討論,,單,選,2.0,2.0,60.0,米建國,三,56,,D0308,
114,1,哲學系,哲學一,哲學一,1171.0,BPH92201,哲學英文,,單,選,2.0,2.0,61.0,林璿之,三,34,,D0313,
114,1,哲學系,哲學一,哲學一,1172.0,BPH96801,文化美學,,單,選,2.0,2.0,60.0,蔡士瑋,四,78,,D0313,
114,1,哲學系,哲學一,哲學一,1173.0,BPH97001,品牌美學,,單,選,2.0,2.0,60.0,黃筱慧,三,78,,D0313,
114,1,哲學系,哲學一,哲學一,581.0,BSP17141,國文,４１組哲一,全,必,2.0,2.0,70.0,葉嘉中,一,34,,D0313,
114,1,哲學系,哲學一,哲學一,807.0,BSP18214,生命關懷,１４組哲一,單,必,1.0,1.0,70.0,謝孟欣,一,56,單,D0414,
114,1,哲學系,哲學一,哲學一,,BSP92541,外文（一）,,全,必,2.0,2.0,,,,,,,
114,1,哲學系,哲學一,哲學一,,BSP99004,系會時間,哲學系,全,必,0.0,2.0,,,三,56,,145,
114,1,哲學系,哲學一,哲學一,,BSP99713,體育,,單,必,0.0,2.0,,,,,,,
114,1,哲學系,哲學二,哲學二,,BDC99611,通識課程（二）,溪通識二,全,必,2.0,2.0,,,一,12,,251,
114,1,哲學系,哲學二,哲學二,1175.0,BPH25601,莊子哲學,,單,選,3.0,3.0,60.0,鄭鈞瑋,二,34E,,D0101,
114,1,哲學系,哲學二,哲學二,1177.0,BPH26801,倫理學,,單,必,3.0,3.0,,陳奕融,一,E56,,D0402,
114,1,哲學系,哲學二,哲學二,1179.0,BPH27001,形上學,,單,必,3.0,3.0,,林璿之,四,E56,,D0202,
114,1,哲學系,哲學二,哲學二,1180.0,BPH27101,符號與敘事（Ｉ）,,單,選,2.0,2.0,60.0,黃筱慧,三,12,,D0313,
114,1,哲學系,哲學二,哲學二,1183.0,BPH29101,魏晉新道家哲學,,單,選,3.0,3.0,60.0,沈享民,五,34E,,D0313,
114,1,哲學系,哲學二,哲學二,1185.0,BPH29301,人工智能的原理與哲學,,單,選,3.0,3.0,60.0,陳以森,二,789,,B615,
114,1,哲學系,哲學二,哲學二,1186.0,BPH29401,論語與儒家哲學,,單,選,3.0,3.0,60.0,鄭合修,三,E56,,D0313,
114,1,哲學系,哲學二,哲學二,1187.0,BPH29501,政治哲學專題：國際政治倫理,,單,選,3.0,3.0,60.0,黃嘉鴻,三,789,,B617,
114,1,哲學系,哲學二,哲學二,1190.0,BPH29801,近代中國政治哲學概論,,單,選,3.0,3.0,60.0,劉鎧銘,一,789,,D0409,
114,1,哲學系,哲學二,哲學二,1193.0,BPH40301,哲學中的形式方法及其應用,,單,選,3.0,3.0,60.0,官科宏,五,E56,,D0402,
114,1,哲學系,哲學二,哲學二,1194.0,BPH73701,環境倫理學,,單,選,3.0,3.0,60.0,彭志維,五,34E,,D0407,
114,1,哲學系,哲學二,哲學二,1195.0,BPH85601,符號學與文化行銷,,單,選,2.0,2.0,60.0,黃筱慧,一,78,,D0407,
114,1,哲學系,哲學二,哲學二,1198.0,BPH92101,神話學－羅蘭巴特之符號學應用,,單,選,2.0,2.0,60.0,黃筱慧,四,12,,D0313,
114,1,哲學系,哲學二,哲學二,1199.0,BPH94701,科學哲學,,單,選,3.0,3.0,60.0,陳以森,四,789,,D0101,
114,1,哲學系,哲學二,哲學二,1201.0,BPH95501,模態邏輯,,單,選,3.0,3.0,60.0,劉吉宴,三,34E,,D0101,
114,1,哲學系,哲學二,哲學二,,BSP92721,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,哲學系,哲學二,哲學二,,BSP92771,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,哲學系,哲學二,哲學二,,BSP99004,系會時間,哲學系,全,必,0.0,2.0,,,三,56,,145,
114,1,哲學系,哲學二,哲學二,,BSP99713,體育,,單,必,0.0,2.0,,,,,,,
114,1,哲學系,哲學三,哲學三,,BDC99711,通識課程（三）,溪通識三,全,必,2.0,2.0,,,一,34,,241,
114,1,哲學系,哲學三,哲學三,1206.0,BPH30001,結構主義,,單,選,2.0,2.0,60.0,黃筱慧,二,12,,D0418,
114,1,哲學系,哲學三,哲學三,1210.0,BPH40201,政治哲學經典選讀,,單,選,3.0,3.0,60.0,范芯華,二,E56,,D0418,
114,1,哲學系,哲學三,哲學三,1212.0,BPH42001,詮釋學,,單,選,2.0,2.0,60.0,黃筱慧,二,78,,D0407,
114,1,哲學系,哲學三,哲學三,1213.0,BPH42601,論文,,全,選,1.0,1.0,,,,,,,
114,1,哲學系,哲學三,哲學三,1214.0,BPH90601,政治哲學（Ｉ）,,單,選,3.0,3.0,60.0,范芯華,四,E56,,D0313,
114,1,哲學系,哲學三,哲學三,902.0,BSP18312,職涯錨定,１２組哲,單,必,1.0,1.0,70.0,陳弈靜,一,56,單,B710,
114,1,哲學系,哲學三,哲學三,950.0,BSP18411,人工智慧跨域應用,１１組歷哲,單,必,1.0,1.0,140.0,王正一,一,56,雙,244,遠距教學
114,1,哲學系,哲學三,哲學三,,BSP99004,系會時間,哲學系,全,必,0.0,2.0,,,三,56,,145,
114,1,哲學系,哲學四,哲學四,,BSP99004,系會時間,哲學系,全,必,0.0,2.0,,,三,56,,145,
114,1,政治學系,政一Ａ,政一Ａ,,BDC995A1,通識課程（一）,通識一Ａ,全,必,2.0,2.0,,,二,12,,241,
114,1,政治學系,政一Ａ,政一Ａ,1217.0,BPO10101,政治學,Ａ組,全,必,3.0,3.0,53.0,沈筱綺,二,789,,D0633,
114,1,政治學系,政一Ａ,政一Ａ,1218.0,BPO10103,政治學,Ｃ組,全,必,3.0,3.0,61.0,蔡韻竹,四,789,,D0408,
114,1,政治學系,政一Ａ,政一Ａ,1219.0,BPO10301,國際關係,Ａ組,單,必,4.0,4.0,62.0,劉必榮,二,3456,,D0408,
114,1,政治學系,政一Ａ,政一Ａ,1220.0,BPO10401,中華民國憲政體制（一）,Ａ組,單,必,4.0,4.0,66.0,蘇子喬,一,78,,D0402,
114,1,政治學系,政一Ａ,政一Ａ,1220.0,BPO10401,中華民國憲政體制（一）,Ａ組,單,必,4.0,4.0,66.0,蘇子喬,五,56,,D0618,
114,1,政治學系,政一Ａ,政一Ａ,1224.0,BPO11101,教育與政治,,單,選,2.0,2.0,60.0,陳睿耆,一,34,,D0633,
114,1,政治學系,政一Ａ,政一Ａ,1225.0,BPO13701,法學緒論,,單,選,3.0,3.0,90.0,劉逸中,五,34E,,B404,
114,1,政治學系,政一Ａ,政一Ａ,1231.0,BPO44201,兩岸關係,,單,選,2.0,2.0,60.0,湯智貿,三,56,,H107,
114,1,政治學系,政一Ａ,政一Ａ,569.0,BSP17121,國文,２１組政Ａ,全,必,2.0,2.0,70.0,林禎祥,五,78,,D0308,
114,1,政治學系,政一Ａ,政一Ａ,867.0,BSP18131,思維方法,３１組政Ａ,單,必,1.0,1.0,70.0,鄭俊憲,三,12,單,D0302,
114,1,政治學系,政一Ａ,政一Ａ,820.0,BSP18231,生命關懷,３１組政Ａ,單,必,1.0,1.0,70.0,林怡君,三,12,雙,B709,
114,1,政治學系,政一Ａ,政一Ａ,,BSP92551,外文（一）,,全,必,2.0,2.0,,,,,,,
114,1,政治學系,政一Ａ,政一Ａ,,BSP99005,系會時間,政治系,全,必,0.0,2.0,,,四,56,,101,
114,1,政治學系,政一Ａ,政一Ａ,,BSP99714,體育,,單,必,0.0,2.0,,,,,,,
114,1,政治學系,政一Ｂ,政一Ｂ,,BDC995A1,通識課程（一）,通識一Ａ,全,必,2.0,2.0,,,二,12,,241,
114,1,政治學系,政一Ｂ,政一Ｂ,1232.0,BPO10102,政治學,Ｂ組,全,必,3.0,3.0,60.0,黃秀端,二,789,,D0634,
114,1,政治學系,政一Ｂ,政一Ｂ,1218.0,BPO10103,政治學,Ｃ組,全,必,3.0,3.0,61.0,蔡韻竹,四,789,,D0408,
114,1,政治學系,政一Ｂ,政一Ｂ,1233.0,BPO10302,國際關係,Ｂ組,單,必,4.0,4.0,64.0,唐豪駿,二,3456,,B407,
114,1,政治學系,政一Ｂ,政一Ｂ,1234.0,BPO10402,中華民國憲政體制（一）,Ｂ組,單,必,4.0,4.0,77.0,許有為,一,78,,D0307,
114,1,政治學系,政一Ｂ,政一Ｂ,1234.0,BPO10402,中華民國憲政體制（一）,Ｂ組,單,必,4.0,4.0,77.0,許有為,五,56,,D0633,
114,1,政治學系,政一Ｂ,政一Ｂ,1224.0,BPO11101,教育與政治,,單,選,2.0,2.0,60.0,陳睿耆,一,34,,D0633,
114,1,政治學系,政一Ｂ,政一Ｂ,1225.0,BPO13701,法學緒論,,單,選,3.0,3.0,90.0,劉逸中,五,34E,,B404,
114,1,政治學系,政一Ｂ,政一Ｂ,1231.0,BPO44201,兩岸關係,,單,選,2.0,2.0,60.0,湯智貿,三,56,,H107,
114,1,政治學系,政一Ｂ,政一Ｂ,570.0,BSP17122,國文,２２組政Ｂ,全,必,2.0,2.0,70.0,黃智信,五,78,,D0307,
114,1,政治學系,政一Ｂ,政一Ｂ,868.0,BSP18132,思維方法,３２組政Ｂ,單,必,1.0,1.0,70.0,顏均萍,三,12,單,D0308,
114,1,政治學系,政一Ｂ,政一Ｂ,821.0,BSP18232,生命關懷,３２組政Ｂ,單,必,1.0,1.0,70.0,謝佳琦,三,12,雙,D0308,
114,1,政治學系,政一Ｂ,政一Ｂ,,BSP92551,外文（一）,,全,必,2.0,2.0,,,,,,,
114,1,政治學系,政一Ｂ,政一Ｂ,,BSP99005,系會時間,政治系,全,必,0.0,2.0,,,四,56,,101,
114,1,政治學系,政一Ｂ,政一Ｂ,,BSP99714,體育,,單,必,0.0,2.0,,,,,,,
114,1,政治學系,政二Ａ,政二Ａ,,BDC99611,通識課程（二）,溪通識二,全,必,2.0,2.0,,,一,12,,251,
114,1,政治學系,政二Ａ,政二Ａ,1238.0,BPO10201,行政學,Ａ組,全,必,3.0,3.0,65.0,左宜恩,一,789,,D0633,
114,1,政治學系,政二Ａ,政二Ａ,1239.0,BPO10203,行政學,Ｃ組,全,必,3.0,3.0,77.0,賴怡樺,二,789,,B603,
114,1,政治學系,政二Ａ,政二Ａ,1240.0,BPO14001,政治心理學,,單,選,3.0,3.0,62.0,賴怡樺,二,34E,,D0618,
114,1,政治學系,政二Ａ,政二Ａ,1243.0,BPO20101,比較政府與政治,Ａ組,全,必,3.0,3.0,77.0,陳方隅,三,34E,,D0408,
114,1,政治學系,政二Ａ,政二Ａ,1244.0,BPO20901,國際政治,Ａ組,全,必,3.0,3.0,77.0,湯智貿,三,789,,H210,
114,1,政治學系,政二Ａ,政二Ａ,1245.0,BPO20903,國際政治,Ｃ組,全,必,3.0,3.0,77.0,朴炳培,二,56,,B405,
114,1,政治學系,政二Ａ,政二Ａ,1245.0,BPO20903,國際政治,Ｃ組,全,必,3.0,3.0,77.0,朴炳培,三,12,單,D0408,
114,1,政治學系,政二Ａ,政二Ａ,1246.0,BPO24501,民主理論,,單,選,3.0,3.0,60.0,陳俊宏,一,34E,,D0731,
114,1,政治學系,政二Ａ,政二Ａ,1249.0,BPO28001,統計資料的分析與應用,Ａ組,單,選,1.0,1.0,60.0,沈筱綺,五,34,雙,B509,
114,1,政治學系,政二Ａ,政二Ａ,1251.0,BPO28601,綠色創新與治理,,單,選,2.0,2.0,60.0,劉書彬,一,56,,D0408,
114,1,政治學系,政二Ａ,政二Ａ,1252.0,BPO28701,應用統計,Ａ組,單,必,3.0,3.0,77.0,沈筱綺,四,789,,B408,
114,1,政治學系,政二Ａ,政二Ａ,1254.0,BPO29701,國際政治與財經新聞分析,,單,選,2.0,2.0,60.0,丘偉國,五,56,,D0634,
114,1,政治學系,政二Ａ,政二Ａ,1255.0,BPO37001,美國外交政策,,單,選,3.0,3.0,60.0,湯智貿,四,34E,,H210,
114,1,政治學系,政二Ａ,政二Ａ,,BSP92711,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,政治學系,政二Ａ,政二Ａ,,BSP92771,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,政治學系,政二Ａ,政二Ａ,,BSP99005,系會時間,政治系,全,必,0.0,2.0,,,四,56,,101,
114,1,政治學系,政二Ａ,政二Ａ,,BSP99714,體育,,單,必,0.0,2.0,,,,,,,
114,1,政治學系,政二Ｂ,政二Ｂ,,BDC99611,通識課程（二）,溪通識二,全,必,2.0,2.0,,,一,12,,251,
114,1,政治學系,政二Ｂ,政二Ｂ,1257.0,BPO10202,行政學,Ｂ組,全,必,3.0,3.0,77.0,王  貿,一,789,,D0618,
114,1,政治學系,政二Ｂ,政二Ｂ,1239.0,BPO10203,行政學,Ｃ組,全,必,3.0,3.0,77.0,賴怡樺,二,789,,B603,
114,1,政治學系,政二Ｂ,政二Ｂ,1240.0,BPO14001,政治心理學,,單,選,3.0,3.0,62.0,賴怡樺,二,34E,,D0618,
114,1,政治學系,政二Ｂ,政二Ｂ,1258.0,BPO16801,資料分析與應用,Ｂ組,單,選,1.0,1.0,82.0,徐永明,三,6,,H203,
114,1,政治學系,政二Ｂ,政二Ｂ,1259.0,BPO20102,比較政府與政治,Ｂ組,全,必,3.0,3.0,77.0,徐永明,四,789,,D0633,
114,1,政治學系,政二Ｂ,政二Ｂ,1260.0,BPO20902,國際政治,Ｂ組,全,必,3.0,3.0,77.0,丘偉國,五,789,,D0633,
114,1,政治學系,政二Ｂ,政二Ｂ,1245.0,BPO20903,國際政治,Ｃ組,全,必,3.0,3.0,77.0,朴炳培,二,56,,B405,
114,1,政治學系,政二Ｂ,政二Ｂ,1245.0,BPO20903,國際政治,Ｃ組,全,必,3.0,3.0,77.0,朴炳培,三,12,單,D0408,
114,1,政治學系,政二Ｂ,政二Ｂ,1246.0,BPO24501,民主理論,,單,選,3.0,3.0,60.0,陳俊宏,一,34E,,D0731,
114,1,政治學系,政二Ｂ,政二Ｂ,1251.0,BPO28601,綠色創新與治理,,單,選,2.0,2.0,60.0,劉書彬,一,56,,D0408,
114,1,政治學系,政二Ｂ,政二Ｂ,1261.0,BPO28702,應用統計,Ｂ組,單,必,3.0,3.0,82.0,徐永明,三,345,,H203,
114,1,政治學系,政二Ｂ,政二Ｂ,1254.0,BPO29701,國際政治與財經新聞分析,,單,選,2.0,2.0,60.0,丘偉國,五,56,,D0634,
114,1,政治學系,政二Ｂ,政二Ｂ,1255.0,BPO37001,美國外交政策,,單,選,3.0,3.0,60.0,湯智貿,四,34E,,H210,
114,1,政治學系,政二Ｂ,政二Ｂ,,BSP92711,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,政治學系,政二Ｂ,政二Ｂ,,BSP92771,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,政治學系,政二Ｂ,政二Ｂ,,BSP99005,系會時間,政治系,全,必,0.0,2.0,,,四,56,,101,
114,1,政治學系,政二Ｂ,政二Ｂ,,BSP99714,體育,,單,必,0.0,2.0,,,,,,,
114,1,政治學系,政三Ａ,政三Ａ,,BDC99711,通識課程（三）,溪通識三,全,必,2.0,2.0,,,一,34,,241,
114,1,政治學系,政三Ａ,政三Ａ,1264.0,BPO17301,東北亞國際關係,,單,選,2.0,2.0,60.0,朴炳培,五,56,,D0301,
114,1,政治學系,政三Ａ,政三Ａ,1267.0,BPO25701,實習,,單,選,3.0,3.0,60.0,賴怡樺  陳方隅  唐豪駿  丘偉國  王  貿  蔡韻竹  湯智貿  沈筱綺,,,,,
114,1,政治學系,政三Ａ,政三Ａ,1269.0,BPO28901,轉型正義：理論與實際,,單,選,3.0,3.0,60.0,陳俊宏,四,34E,,D0408,
114,1,政治學系,政三Ａ,政三Ａ,1270.0,BPO29201,設計思考與公共治理創新,,單,選,3.0,3.0,60.0,賴怡樺    黃秀端,三,34E,,D0414,
114,1,政治學系,政三Ａ,政三Ａ,1272.0,BPO31401,行政法,,全,選,2.0,2.0,61.0,蘇子喬,二,78,,B711,
114,1,政治學系,政三Ａ,政三Ａ,1274.0,BPO37701,國會政治的理論與實務,,單,選,3.0,3.0,60.0,蔡韻竹,二,789,,B408,
114,1,政治學系,政三Ａ,政三Ａ,1276.0,BPO38601,東南亞社會與政治,全英語授課,單,選,2.0,2.0,60.0,謝尚伯,四,12,,D0618,英語授課
114,1,政治學系,政三Ａ,政三Ａ,1279.0,BPO39801,臺灣政治發展,Ａ組,單,必,3.0,3.0,77.0,沈筱綺,三,789,,D0408,
114,1,政治學系,政三Ａ,政三Ａ,1281.0,BPO45001,全球公共政策,全英語授課,單,選,3.0,3.0,60.0,陳立剛,一,789,,D0408,英語授課
114,1,政治學系,政三Ａ,政三Ａ,1282.0,BPO75201,倫理與政治,,單,選,2.0,2.0,60.0,陳睿耆,二,34,,D0633,
114,1,政治學系,政三Ａ,政三Ａ,1283.0,BPO83201,城市治理,,單,選,3.0,3.0,60.0,左宜恩,二,E56,,D0633,
114,1,政治學系,政三Ａ,政三Ａ,,BSP99005,系會時間,政治系,全,必,0.0,2.0,,,四,56,,101,
114,1,政治學系,政三Ｂ,政三Ｂ,,BDC99711,通識課程（三）,溪通識三,全,必,2.0,2.0,,,一,34,,241,
114,1,政治學系,政三Ｂ,政三Ｂ,1264.0,BPO17301,東北亞國際關係,,單,選,2.0,2.0,60.0,朴炳培,五,56,,D0301,
114,1,政治學系,政三Ｂ,政三Ｂ,1267.0,BPO25701,實習,,單,選,3.0,3.0,60.0,賴怡樺  陳方隅  唐豪駿  丘偉國  王  貿  蔡韻竹  湯智貿  沈筱綺,,,,,
114,1,政治學系,政三Ｂ,政三Ｂ,1269.0,BPO28901,轉型正義：理論與實際,,單,選,3.0,3.0,60.0,陳俊宏,四,34E,,D0408,
114,1,政治學系,政三Ｂ,政三Ｂ,1270.0,BPO29201,設計思考與公共治理創新,,單,選,3.0,3.0,60.0,賴怡樺    黃秀端,三,34E,,D0414,
114,1,政治學系,政三Ｂ,政三Ｂ,1272.0,BPO31401,行政法,,全,選,2.0,2.0,61.0,蘇子喬,二,78,,B711,
114,1,政治學系,政三Ｂ,政三Ｂ,1274.0,BPO37701,國會政治的理論與實務,,單,選,3.0,3.0,60.0,蔡韻竹,二,789,,B408,
